MAXIMUM_TEMPERATURE;MINIMUM_TEMPERATURE;CALCULATED_RADIATION;RAINFALL;WINDSPEED;HUMMAX;E0;ES0;ET0
33;20.4;26280;0;;92;;;7.37
36;22;26458;0;;90;;;8.18
36;22.2;26059;0;;91;;;8.17
35.6;19;26349;0;;93;;;7.99
35;18.4;26521;0;;92;;;8.11
33;18.5;28729;0;;93;;;7.91
31.5;19.7;24113;0;;93;;;6.68
32;19;17997;0.2;;94;;;5.69
33;20;22967;0;;92;;;6.83
33;21;19260;0;;93;;;6.02
36.3;22.5;23640;0;;91;;;7.64
37.2;21;25052;0;;92;;;8.05
28.2;19;26707;5;;94;;;6.7
28.7;17;25365;0;;93;;;6.29
29;15.2;25518;0;;93;;;6.32
29;16;24767;0;;94;;;6.28
27.8;17;24466;0;;94;;;6.11
28;17.5;24390;0;;94;;;6
29;15.4;26977;0;;93;;;6.46
30;17;24231;0;;95;;;6.54
29;17;24484;0;;94;;;6.11
30;18;23732;0;;95;;;6.16
31;16;21205;0;;95;;;6.1
30;18;23562;0.2;;94;;;5.95
30;17.4;23806;0;;95;;;5.97
32;17.4;23826;0;;94;;;6.6
31.2;19;25918;0;;95;;;6.82
32;16;23421;0;;93;;;6.63
33;19;22671;0;;94;;;6.74
33;18;23012;0;;92;;;6.79
33;20.2;22589;0;;93;;;6.67
32.6;21;22383;0;;92;;;6.5
28;19;17642;0;;82;;;5.39
28;17.4;23044;0;;90;;;5.62
25;16;21760;0;;90;;;5.38
26;14;22512;0;;91;;;5.44
27;13;21873;0;;95;;;5.32
26.3;15.4;21448;0;;94;;;5.14
23.3;13;22187;0;;92;;;5.03
25;11.3;21865;0;;92;;;5.19
26.6;11.8;23635;0;;92;;;5.7
29;13.2;21639;0;;91;;;5.78
32;17.8;20900;0;;88;;;6.14
31;19.7;20786;0;;93;;;5.58
30;18;15200;0;;95;;;4.77
32;17;20350;0;;93;;;5.94
29;15;19517;0;;94;;;5.17
29;16.5;22271;0;;95;;;5.55
27;15.6;19186;0;;95;;;4.65
27;13.6;19473;0;;94;;;4.81
28;16;19355;0;;93;;;4.75
28;17;21205;0;;94;;;5.01
28;16.3;18318;0;;95;;;4.66
29;14.3;17903;0;;95;;;4.9
31.7;15.7;21049;0;;95;;;5.93
33.6;20;18060;0;;91;;;5.75
26;16;18037;0;;96;;;4.26
26;12.2;10544;0;;96;;;3.72
31.4;13;17986;0;;90;;;5.51
30.6;19.3;17286;0;;86;;;5.05
31;23;19717;0;;92;;;5.24
26.8;15;19649;0;;93;;;4.9
26;13.2;17392;0;;94;;;4.27
25.8;13;16423;0;;95;;;4.19
26.3;12;12852;0;;94;;;3.93
25;13.5;15253;0;;95;;;3.83
17;14;10715;37.2;;96;;;2
17;14;5432;14;;96;;;1.8
20;13.5;11958;21;;96;;;2.58
21;15;7191;6;;96;;;2.01
23;14.3;8201;2;;96;;;2.63
26;16;14557;0;;89;;;4.03
27.7;21.2;8051;0;;94;;;2.8
24;17.5;14325;0;;95;;;3.48
23;13.6;16406;0;;96;;;3.59
16;13;4670;36.8;;96;;;1.21
21;12.8;5678;31.6;;96;;;2.04
17;14;6649;2.8;;94;;;1.94
21.2;12.5;5559;0;;94;;;2.25
21.5;14;11601;0;;94;;;2.52
24;15;13521;0;;91;;;3.05
19;11;14299;0;;90;;;3
24;10.5;15760;0;;95;;;3.21
27;13.6;10216;0;;96;;;3.49
22.8;13;13073;2.4;;94;;;2.76
16;8.7;8084;19.8;;95;;;1.97
17;8;5101;7.2;;96;;;2.09
19;14;11782;0;;95;;;2.61
21;15;11717;0;;93;;;2.55
21;13;13248;0;;96;;;2.56
22;12;12424;0;;96;;;2.52
20;13.2;11384;0;;96;;;2.07
21;16.2;6640;0;;96;;;1.59
23;15;4731;0;;96;;;2.24
23;13;10179;0;;96;;;2.33
19;13;11399;16.6;;96;;;2.22
20;10.3;13306;6;;96;;;2.7
23;8.8;11267;0;;96;;;2.38
22;10.2;11768;0;;96;;;2.64
24;11.6;10846;0;;96;;;2.39
25;12;11432;0;;96;;;3.05
23;10.5;11631;0;;96;;;2.66
25.7;10;12910;0;;96;;;3.25
22;11;11998;0;;96;;;2.51
22;14;6222;0;;96;;;1.67
20;15.5;8082;0;;96;;;1.83
18.3;15;7101;7.8;;90;;;2.21
18.5;14;5923;1;;91;;;1.77
19;11.3;10883;0;;94;;;2.17
23;12;11660;0;;95;;;2.43
22;13;11227;9.6;;94;;;2.18
17;12;7440;6.4;;92;;;2.18
15;9;4057;0;;87;;;1.99
19;7.5;7468;1.8;;94;;;1.49
19;15;6676;0;;90;;;1.61
19;15.5;9970;0;;94;;;1.61
18.2;15;7141;0;;94;;;1.58
19.7;10.3;10828;0;;96;;;1.72
17;9;5380;0;;96;;;1.15
18;8.8;8748;0;;96;;;1.3
21;12.2;5506;0;;96;;;1.72
19.2;8;7742;0;;96;;;1.54
19;7;10674;0;;96;;;1.56
17.5;9;9588;0;;96;;;1.31
19;10;9902;0;;96;;;1.75
20;10.2;7266;0;;96;;;1.8
19;9.2;8567;0.4;;95;;;1.68
18.2;12;9163;2.6;;96;;;1.4
18.5;7;3637;1.4;;96;;;1.24
18;11;9407;7;;92;;;1.93
15;11.7;3751;0;;92;;;1.79
17;11;7775;7;;96;;;1.02
14;10;5011;29.8;;96;;;1.34
15;9.7;7983;4.6;;96;;;1.35
11.7;7;5416;2.8;;96;;;0.69
14.8;6.8;3419;0;;96;;;1.32
15;7;6690;0;;93;;;1.24
15.3;11.2;7922;0.8;;90;;;1.48
16.2;6;9750;0;;96;;;1.6
16;7;8693;0;;96;;;1.42
19;9;6467;0;;96;;;1.7
18.8;10.3;8616;0;;94;;;1.76
17;9.8;7136;0;;93;;;1.54
18;7.5;7504;0;;96;;;1.7
17.3;7.2;9043;0;;96;;;1.61
20;8.8;9967;0;;96;;;1.75
17;8.6;8190;0;;96;;;1.36
18.8;8;4499;0;;96;;;1.7
17;9.8;8577;0;;96;;;1.39
17;12;5809;0;;93;;;1.12
15;13;6494;1.4;;92;;;1.29
15;6;9905;0;;91;;;1.61
9.2;4;3797;0;;96;;;1.65
11;5;7666;0;;80;;;1.64
12;8.8;6066;1.6;;94;;;1.23
13;4.2;3460;1.2;;96;;;1.13
14;4;9337;0;;96;;;1.39
8;0;9342;0;;80;;;1.72
6;1;6773;0;;90;;;1.33
9;1;8967;0;;90;;;1.47
13.3;3;7193;0;;95;;;1.41
16.2;0;9447;0;;96;;;2.19
13;-1;9664;0;;95;;;1.26
15;11;6012;0;;95;;;1.24
14.8;11;8614;0;;96;;;1.25
15.4;6.5;9811;0;;96;;;1.33
16;7.7;9180;0;;96;;;1.32
16;9.5;6409;0;;96;;;1.39
15.7;10;7429;0;;95;;;1.57
17;11.4;3726;0;;93;;;1.64
15;12;6795;0;;96;;;1.62
15.2;6.8;7039;0;;96;;;1.57
17;6.6;4081;0;;96;;;1.8
13.7;4;11327;0;;96;;;1.56
15;2;11535;0;;96;;;1.82
15;4.5;9821;0;;96;;;1.68
15;3.3;10232;0;;96;;;1.63
14.6;6.8;7349;0;;93;;;1.68
15;6;9965;0;;96;;;1.72
16;4.2;11039;0;;96;;;1.82
15.7;11;10230;0;;91;;;1.8
15.8;5.7;6246;0;;80;;;2.17
12;3;8428;0;;93;;;1.5
15;9;4427;0;;93;;;1.67
15.8;5;7418;0;;96;;;1.79
18;4.7;10522;0;;94;;;2.37
18;6;12936;0;;95;;;2.49
17;5.2;13113;0;;90;;;2.59
17;2.6;10415;0;;96;;;2.7
16;2.7;12139;0;;96;;;2.57
14.7;4.7;12015;0;;96;;;2.07
14;10.3;4648;7;;96;;;1.23
16;8.8;9787;0;;96;;;1.83
18;6.8;13396;0;;96;;;2.39
16.8;9.6;11757;0;;96;;;2.18
16;9.3;6946;22;;96;;;1.49
16;5.2;4825;0;;96;;;1.53
17;8;6845;1;;96;;;2.2
17;8.6;10797;0;;96;;;2.56
16.7;7;13367;0;;96;;;2.62
16.6;5;15094;0;;96;;;2.8
14.3;0.5;15228;0;;96;;;2.41
14.6;3;12816;0;;96;;;2.55
12;1;13256;0;;96;;;2.54
15.4;1.3;13370;0;;96;;;2.98
13.7;1;13068;0;;96;;;2.12
16;2;14774;0;;96;;;3.39
13;0.7;16241;0;;96;;;2.44
9.8;1;15658;5;;96;;;2.49
11;1;7785;0;;96;;;2.43
10;0;8895;0;;96;;;2.6
10;-1;14794;0;;96;;;2.26
11;3;8449;0;;96;;;2.1
15;5.3;10376;8;;96;;;2.41
14;6;12928;1.4;;96;;;2.32
13;9.6;11992;13;;96;;;2.29
10.3;5;7692;13.8;;96;;;1.77
11.8;3.2;6320;5.4;;96;;;1.69
13;8.2;10203;1.4;;96;;;1.81
12;1.7;11390;0;;96;;;2.81
12;-1.2;16457;0;;96;;;2.68
12.8;1.7;18512;0;;96;;;2.63
11;3.2;18287;0;;96;;;3.04
13;0.3;8867;0;;78;;;2.73
14;4;12341;0;;93;;;2.89
16;2;6841;0;;95;;;2.98
16;2.8;16356;0;;93;;;3.49
17;5;17628;0;;93;;;3.47
6;4;204;0;;94;;;1.43
19;7;20347;0;;96;;;4
19;5;10293;0;;96;;;3.42
17;4.2;12633;0;;96;;;2.81
21;6.4;15983;0;;96;;;3.92
19.7;5;18574;0;;96;;;4.3
19;4;19095;0;;96;;;4.01
20;8.6;21000;0;;96;;;4.12
21;10;21233;0;;96;;;4.44
18.2;10.2;18656;0;;96;;;3.71
19;8.2;17451;0;;96;;;3.71
14;8.2;17357;0;;96;;;3.29
10;5.4;14078;3.6;;92;;;2.67
11;3;20150;0;;80;;;3.9
14;1.8;22767;0;;92;;;4.13
15;2;22979;0;;96;;;4.22
17;3;20395;0;;96;;;4.06
18;3;20194;0;;96;;;4.4
22;3.7;21463;0;;96;;;5.3
13;7;19145;21.4;;96;;;3.56
14;7.6;14896;1.6;;93;;;3.02
14.8;7.7;19787;1.6;;96;;;3.51
15;7.7;20609;0;;93;;;3.95
18;7.4;19872;0;;96;;;3.62
17;9;17601;0;;96;;;3.45
18.2;8;16934;0;;96;;;3.55
20;7;22444;0;;96;;;4.67
21;8;22546;0.4;;94;;;5.03
17;12;15377;0;;96;;;2.91
17;11.3;21139;0;;96;;;4.2
18;8;8562;0;;96;;;2.83
16;7.4;16108;0;;96;;;3.41
17;10;8669;0.2;;91;;;3.09
17;7;16809;2.6;;96;;;3.9
17.6;4;22549;0;;96;;;4.32
18;6;26396;0;;96;;;4.94
20;3.2;26612;0;;96;;;5.42
23;5.8;24037;0.2;;96;;;5.87
25.2;7;24122;0;;88;;;6.4
25.8;9.7;25217;0;;91;;;6.56
21.8;8;23385;0;;92;;;5.31
20.2;11;24705;2;;93;;;5.17
18.8;10.2;25361;4.4;;96;;;4.76
20;9.5;25150;0;;96;;;5.52
20;13;9254;15.4;;94;;;3.74
17;9;9298;0;;96;;;2.94
18;6;15956;0;;96;;;3.63
16.8;9;20694;9.4;;96;;;3.97
18;7;21327;4;;96;;;4.47
17;9;26400;2;;96;;;4.76
20;7;28318;0;;96;;;5.41
21.8;8;25871;0;;96;;;5.62
25;10.4;26163;0;;93;;;6.7
22;12;23687;3.6;;95;;;5.42
21.8;10;12777;0;;96;;;3.77
22.8;10.3;26800;0.4;;96;;;5.96
26.7;10;29171;0;;93;;;7.12
26;12.4;29069;0;;82;;;7.15
24;14;14671;2.2;;90;;;4.6
22;14.7;24459;0;;94;;;5.55
21;12.2;9866;1.4;;96;;;3.2
21;12.7;20829;1;;94;;;4.89
21;11.2;27386;0;;96;;;5.58
22.2;12;29427;0;;96;;;6.24
27;9;29946;0;;90;;;7.47
28.2;12.8;26231;0;;86;;;7.22
27;15.8;22884;0.8;;92;;;6.12
26;14.8;14625;0.8;;93;;;4.78
23;13.7;18510;0;;95;;;4.92
26;10.2;27429;0;;95;;;6.55
28;12;30385;0;;93;;;7.37
32;14;30487;0;;92;;;8.4
34;16.7;26118;0;;81;;;8.27
34;17;27553;0;;69;;;8.58
31;17;23595;0;;92;;;6.95
27;15;25027;0;;95;;;6.58
29.4;12.2;27632;0;;94;;;7.7
30;15.8;30794;0;;80;;;8.22
28;15;30836;0;;75;;;7.81
29.2;12.3;28755;0;;89;;;7.73
28;11.8;24664;0;;92;;;6.93
22;13;27971;0.2;;94;;;6.17
23.8;14;24463;0;;90;;;5.92
30;11.5;28122;0;;95;;;7.5
31;14.3;31129;0;;88;;;8.52
31;17;31088;0;;65;;;8.64
32.8;17;24165;0;;75;;;7.75
27;18.3;25469;1;;91;;;6.41
27;17.3;15602;0;;92;;;4.79
27;15;24664;0;;93;;;6.43
23;16;29140;0;;91;;;6.81
22;16;24435;0;;58;;;6.46
23;14;29582;0;;78;;;6.68
23;12.6;25629;0;;92;;;5.88
25;12;27043;0;;94;;;6.27
25.3;12;28103;0;;93;;;6.55
28;14;26928;0;;94;;;7.06
34;15;28104;0;;90;;;8.56
31;17.5;31203;0;;78;;;8.37
34;18;31368;0;;88;;;8.84
30;19;24570;2.6;;90;;;6.63
26;18;18220;0;;94;;;5.23
25;14.7;24914;0;;92;;;6.22
27;12;28079;0;;91;;;7.32
29;12;28541;0;;92;;;7.61
26.8;12;31220;0;;93;;;7.29
31;14;31281;0;;91;;;8.43
29;17.2;24754;0;;89;;;7
27;17;25564;0;;90;;;6.59
32;14;28133;0;;93;;;8.18
32.2;20;26828;0.2;;86;;;7.98
35;20;15789;0;;92;;;6.68
37;24;21872;0;;40;;;8.39
43;25;31110;0;;70;;;10.56
27;21;13169;0;;92;;;4.41
24.8;17;26974;0;;69;;;6.76
27.2;13;24143;0;;93;;;6.44
31;14;27282;0;;91;;;7.9
38;18.2;26673;0;;81;;;8.97
27;18;27584;0;;87;;;7.12
24;17.7;27076;0;;75;;;6.83
23;13.6;27063;0;;85;;;6.33
25.2;11.6;25633;0;;94;;;6.5
29;13;28405;0;;93;;;7.58
34;16.5;28140;0;;90;;;8.46
35;18;27757;0;;82;;;8.61
37;18.7;27723;0;;85;;;8.9
36;17;30324;0;;91;;;9.1
28;18;26255;0;;93;;;6.95
24;18;25985;0;;81;;;6.35
24;16;26062;0;;86;;;6.2
25.3;13;26139;0;;92;;;6.21
28;14;25285;0;;93;;;6.55
33;16;26981;0;;85;;;8.1
28.4;13.7;29728;0;;89;;;7.37
26;12;26543;0;;93;;;6.3
29;14;27073;0;;95;;;7.03
30;16;26908;0;;93;;;7.3
38;18.8;26511;0;;90;;;8.74
32;16.8;26573;0;;92;;;7.48
28.6;16;26404;0;;94;;;6.95
36;16;29062;0;;93;;;8.79
36;20;26062;0;;72;;;8.44
37.5;20;25889;0;;88;;;8.53
35.6;17.6;25486;0;;88;;;8.19
34.4;17.4;25768;0;;91;;;7.89
33;19;24678;0;;93;;;7.37
35;18.4;24957;0;;90;;;7.87
28;17;27148;0;;91;;;6.63
26;18;24598;0;;90;;;5.98
26.2;18;24416;0;;90;;;6.04
28.5;15.4;25139;0;;94;;;6.31
29;18;24954;0;;93;;;6.32
31.7;18;23752;0;;94;;;6.77
34;19.8;24916;0;;90;;;7.55
34;20;27283;0;;79;;;8.06
34.5;19;24423;0;;89;;;7.55
33;17.8;24679;0;;93;;;7.35
32;16;24707;0;;92;;;7.32
32.2;15.5;24066;0;;92;;;6.88
33;19.7;23981;0;;93;;;7.02
36;19.2;24338;0;;86;;;7.89
37;20;26336;0;;90;;;8.23
33;19;23055;0;;93;;;6.74
34;22;21097;0;;94;;;6.8
33;23.5;8626;0;;95;;;4.58
29;21;8574;0.2;;90;;;3.94
25;18.2;8521;0;;92;;;3.6
25;15;22263;0;;90;;;5.39
29;16;25201;0;;82;;;6.94
26.7;12;23256;0;;80;;;6.18
27;12.2;22183;0;;94;;;5.5
28;15.2;21223;0;;93;;;5.87
27;16;21657;0;;90;;;5.6
24.7;16.4;21766;12.6;;95;;;4.73
24;14.8;21448;0;;85;;;5.24
27;13;23807;0;;93;;;5.97
31;16;20811;0.4;;93;;;5.97
30;17;12938;0;;96;;;4.97
33;17.3;19653;0;;90;;;6.47
26.2;19;11739;0;;91;;;3.62
27.6;15;15291;0;;94;;;5.02
27;12.4;20052;0;;95;;;5.44
31.3;15;22800;0;;90;;;6.51
23;14.2;19926;1;;94;;;4.39
26;12.6;7481;0;;96;;;3.71
29;12.4;20606;0;;92;;;5.93
32;12;20281;0;;94;;;6.4
34;17;19957;0;;80;;;6.26
34;21;18535;0;;86;;;6.21
38;23;21513;0;;75;;;7.31
35;17;13249;0;;84;;;5.78
32;18;17884;0;;80;;;5.68
31;15;18550;70;;96;;;5.14
21;13.8;11017;14.6;;96;;;2.81
21;13.3;17527;2.4;;95;;;3.76
21;12.2;19002;1;;96;;;3.97
26;11.2;20169;11.6;;95;;;4.97
21.8;11;12013;3.4;;96;;;3.2
21;9;7271;0;;96;;;3.1
26;10.8;18147;0;;92;;;4.98
25;17;16610;1.8;;90;;;4.14
22;12;14996;19.4;;96;;;3.08
19;10.8;13005;15;;96;;;3.17
22;15.2;16119;0;;90;;;3.81
26;13;17036;0;;94;;;4.36
27;13.4;12721;0;;93;;;4.32
27.2;16;12256;0;;93;;;4.11
25.2;17.2;13235;0.4;;92;;;3.71
22;11.4;15539;0;;95;;;3.82
28;12;17738;0;;90;;;4.81
32;13.8;17566;0;;94;;;5.37
28;18;13245;0;;95;;;4.11
31;14;13745;0;;95;;;4.89
24;16;13373;0;;95;;;3.36
22;15;10084;2.2;;95;;;2.86
26;13.4;11531;0;;95;;;3.6
25;18.2;14534;0;;95;;;3.21
27.8;15;16154;0;;95;;;4.08
26.6;15.6;12071;0;;94;;;3.56
25;14;13130;0;;96;;;3.17
19.4;13;12854;12.4;;96;;;2.51
16;7.7;5212;1.2;;91;;;2.45
13.6;7.6;13320;15;;96;;;2.04
16;9;13474;8.2;;96;;;2.6
20;7;14808;0;;87;;;3.43
22;11;13274;0;;85;;;3.32
25;13.5;13004;0;;93;;;3.36
26;15;9754;0;;85;;;3.3
24;15;11540;8.2;;96;;;3
22;14.5;12371;0;;94;;;2.73
24;17.2;5115;0.4;;83;;;2.53
20;16;8194;0;;95;;;2.01
22;14;6148;1.6;;96;;;1.82
23;14;8349;0;;96;;;2.43
21.7;14.7;7153;5.8;;96;;;2.04
21;14;4859;0;;94;;;2.44
19;13;9902;8.2;;95;;;2.17
19;11.4;12066;16;;96;;;2.31
18;9;12391;12.2;;96;;;1.83
18;7.8;8141;0;;96;;;2.19
18;6;11521;0.4;;96;;;2.29
20;6.5;10861;0;;96;;;2.43
16;8;10280;4.6;;96;;;1.69
17;7;11329;0.6;;96;;;2.18
17.7;4;12111;0.2;;96;;;2.23
15;9;10702;1.2;;96;;;2.22
18;5.2;8176;0;;92;;;2.61
17;5;11414;0;;87;;;2.68
14;3.7;10789;0;;90;;;2.37
14.5;3;9152;0;;91;;;2.1
14;4.5;10642;0;;91;;;2.03
13.6;2;11503;8.8;;95;;;1.87
16;1;11444;0;;96;;;2.1
16;4.5;8977;0;;93;;;2.2
19;8;7334;0;;93;;;2.13
17;12;7288;0;;93;;;1.78
15;12;5018;1.4;;85;;;1.62
16;11;9154;0.4;;94;;;1.39
16;6;10699;0;;96;;;1.86
16;5;10377;0;;96;;;1.81
16;8;8367;0;;89;;;2.13
14;8;8582;21;;96;;;1.39
16.2;8;4588;7.4;;96;;;1.81
17.3;6.7;8630;0;;91;;;1.97
17.4;6;9923;0;;96;;;1.67
15;5;9442;0;;96;;;1.22
16.8;9;9560;0;;96;;;1.61
14;7.4;5423;0.2;;96;;;1.29
16;10;3903;0;;91;;;1.54
17;9;3452;0;;96;;;1.24
17;7;6427;0;;96;;;1.16
16;7;9329;0.4;;96;;;1.56
15;6.7;7415;0;;96;;;1.65
17;11;7653;0;;93;;;1.82
14;10;6863;18;;94;;;1.09
15;6.2;3396;4.4;;96;;;1.17
16;10.5;4131;1.6;;92;;;1.68
15.7;5.7;7945;0;;93;;;1.63
16;5;8432;0;;94;;;1.59
15.2;5;9578;0.4;;95;;;1.28
16.5;7;8572;0;;96;;;1.14
15.2;11;3689;0;;96;;;1.47
13;3;3691;0;;90;;;1.92
15;4;7820;1.4;;93;;;1.66
14.2;8;6718;2.6;;94;;;1.75
13;7;4628;3.6;;85;;;1.98
13;6;9462;13;;92;;;1.68
12;2.7;9963;0;;90;;;1.62
11.8;1.2;6948;0;;94;;;1.67
13;2.6;5846;0;;93;;;1.5
13;4;7106;0;;96;;;0.89
15;2.7;3883;0;;96;;;1.16
13.8;9.6;7961;1;;96;;;1.8
13.2;9.5;4170;0;;96;;;1.74
17;9.2;8925;0;;95;;;1.32
15;9.5;8488;1;;89;;;1.03
15;4;3522;3.8;;95;;;1.61
17;5;9638;0;;96;;;1.9
14;9;6877;0;;96;;;1.3
13;8;7420;10.4;;94;;;1.2
14;5.5;10248;2.6;;91;;;1.68
13;4;8964;11.2;;94;;;1.19
12;8;3648;0;;93;;;1.43
15;4;4325;0;;95;;;1.5
15;2;10112;0;;90;;;1.35
15;9;8527;0;;94;;;1.33
14;8;9769;6;;96;;;1.39
14;5;10856;4.2;;96;;;1.83
13;4;10561;0;;96;;;1.56
16;5;6129;0;;93;;;1.94
14;7.3;8471;0;;95;;;1.62
12.3;9.3;4794;0;;91;;;1.44
13;7;3945;0;;85;;;1.43
13.3;4.7;10305;0;;90;;;2.01
16;5;11954;0;;93;;;2.25
13;3;10047;0;;96;;;1.2
15;9;4652;0;;96;;;1.48
15;8;6387;0;;96;;;2.08
15;5;8357;0;;86;;;2.27
16;11;10640;0;;87;;;2.4
15;3;12091;0;;58;;;2.91
14;1;12815;0;;92;;;2.67
15;3;12933;0;;95;;;1.85
15.2;3;10695;0;;95;;;1.93
16.8;2;12262;0;;95;;;2.64
17;1;12511;0;;91;;;2.73
16;5;10367;7.8;;93;;;2.28
13;5;9325;5.2;;93;;;2.05
12;1.6;11798;0;;95;;;1.85
13.5;8;12005;0;;90;;;1.95
9.2;4;6032;3.8;;95;;;1.07
12;3;4773;1.4;;96;;;1.16
13;0.3;4825;4;;96;;;1.51
14;4;7239;0;;86;;;2.48
11;5;13967;3.6;;90;;;2.21
9;2.3;11451;0;;85;;;2.03
14;1;14971;0.8;;86;;;2.81
16;4.2;15181;6.8;;93;;;2.33
16;3.5;11430;0;;96;;;2.44
13;5;13584;0;;91;;;2.31
12;2.5;5265;0;;91;;;2.02
14;2.2;12652;0.8;;94;;;2.42
13.6;5;15248;9.8;;95;;;2.05
14;4;15970;1.2;;93;;;2.53
18;3;10176;0;;94;;;2.5
19;5;13608;0;;94;;;3.26
17;10;13292;0;;94;;;2.65
17.5;5;10714;0.6;;95;;;2.72
21.2;5.4;16227;0;;93;;;3.74
22;10.3;17255;0;;91;;;3.55
20;8.8;17335;0;;93;;;3.19
17.7;8;11185;0;;94;;;2.69
17;4;15858;0.4;;95;;;3.03
16;2.2;16166;0;;94;;;2.53
19;8;15202;0;;96;;;2.88
22;6.3;17244;0;;91;;;4.45
20;4;18705;0;;90;;;4.35
16.8;5.3;18765;0;;92;;;3.32
18;4;11585;0;;93;;;2.91
18.7;4;17306;0;;94;;;3.31
20;5.8;17246;0;;94;;;3.64
21.2;6;17374;0;;94;;;4.02
19;7;17406;0;;94;;;3.65
16;6;15397;0;;94;;;2.83
16;12.8;13040;0;;85;;;2.92
16;8;9919;0;;94;;;2.42
17;5;7072;0;;92;;;2.39
17;4;15577;0;;95;;;3.05
16;6;18154;0;;88;;;3.49
17.8;3;17978;0;;94;;;3.57
19.5;2.4;21376;0;;94;;;4
19;7;21509;0;;94;;;4.26
20;4.4;19746;0;;94;;;4.16
20;5;19263;0;;93;;;4.17
20;2.7;20095;0;;93;;;4.3
22;3;20626;0;;93;;;5.03
24;5;20236;0;;90;;;5.4
19;4;22649;0;;93;;;4.26
20;7;22869;0;;87;;;4.96
19;3.8;19760;0;;92;;;3.97
25;7.7;21022;0;;93;;;5.6
27;9;21662;0;;86;;;6.08
19;8.2;20515;0;;92;;;3.84
15;8.8;21154;0;;90;;;4.16
13;6;20655;5.2;;92;;;3.81
17;5;23284;1.4;;93;;;4.53
14;9;17740;2.8;;95;;;3.73
13.7;10;17833;1.8;;79;;;3.65
16;11;12968;3;;90;;;3.13
13.2;10;12826;0;;85;;;3.24
16;10.7;21250;0;;86;;;4.15
11.2;3.2;22942;1.6;;90;;;3.73
12;3;22881;4.8;;95;;;3.53
13;5;11574;8.2;;94;;;2.72
15;5;11638;0;;86;;;3.25
21;4;19744;0;;94;;;4.86
15.3;8;17066;10.4;;93;;;3.18
17;10.3;12599;0.8;;92;;;2.95
13;6;22666;4.2;;96;;;3.55
17;5;26324;0;;96;;;4.67
18;4;18031;0;;94;;;4.2
17;7;22134;0;;93;;;4.51
16;9;9198;5;;93;;;2.69
18;4;14420;0;;95;;;3.6
22;5;24625;0;;94;;;5.73
24;6.7;27340;3.4;;91;;;6.14
15;9;17559;3.8;;92;;;3.75
18;10;17035;0;;78;;;4.13
22;5;22208;0;;92;;;5.18
23;6.6;24895;0;;93;;;5.82
26;9;22343;0;;85;;;6.23
24;7.7;25264;0;;90;;;6.18
22;8;28122;0;;92;;;6.09
22;10;28062;0;;95;;;5.52
27;10;22134;0;;92;;;6.5
23.8;10;25871;0;;91;;;6.15
19.2;7.7;24090;0;;91;;;4.95
20;7.5;20113;0;;91;;;4.65
25;9;26974;0;;92;;;6.83
25;9.4;28940;0;;80;;;6.96
19;14;25377;0;;86;;;5.21
19;8;22740;0;;92;;;4.51
23;8.8;14439;0;;94;;;4.69
19;10.2;25155;2.2;;91;;;4.72
27;14;11377;0;;92;;;4.82
22;13;26410;0;;92;;;6.18
28;12;29633;0;;93;;;7.26
31.7;17;29833;0;;84;;;8.18
25;16;25025;5.6;;92;;;5.83
19;14.7;20748;2.4;;96;;;4.35
21;15;16580;0;;90;;;4.5
22;15;25138;0;;93;;;5.92
27.7;12;28212;0;;93;;;7.34
36;12;30358;0;;81;;;9.24
35;18.3;30413;0;;82;;;8.84
27;19;14966;0;;90;;;5.26
24;15.3;13820;0;;92;;;4.25
30;11;27670;0;;91;;;7.6
25.2;12.7;27815;0;;91;;;6.73
30;12;28428;0;;90;;;7.93
33;13.4;30805;0;;80;;;8.7
33;16;30838;0;;86;;;8.55
35;18;14295;0;;90;;;6.12
35.7;16;15252;0;;92;;;6.64
35;20;22315;0;;90;;;7.74
26;18;23507;0;;93;;;5.51
26;15;27871;0;;96;;;6.74
22;14;30086;0;;93;;;6.5
24;9;31082;0;;90;;;6.75
26.8;11;28385;0;;92;;;7.1
31;13;28515;0;;93;;;8.11
26;12;28644;0;;84;;;7.24
22;15;20776;0;;86;;;5.16
20;10.4;26781;2;;96;;;5.7
19.8;14;21629;1.2;;93;;;4.97
22;13.4;26528;0;;96;;;5.82
24;15;24213;0;;92;;;5.75
25;13;25981;0;;96;;;5.91
26.7;13;25749;0;;96;;;6.68
31;13;27985;0;;93;;;8
36;15;26928;0;;89;;;8.72
35;17;31401;0;;93;;;9.06
26.3;17.3;30331;0;;93;;;6.77
27;14;27865;0.2;;96;;;6.38
28.5;14.8;16813;0;;96;;;5.13
30;18;27152;0;;96;;;7.26
34;18;27499;0;;92;;;8.33
38;19.2;26552;0;;80;;;8.94
26;16.5;27367;0.2;;96;;;6.13
26;15;30719;0;;96;;;7.14
25;14;28757;0;;96;;;6.48
26;15;27337;0;;96;;;6.34
28.7;16;27090;0;;96;;;7.04
31;16.3;26607;0;;96;;;7.3
32.8;17.8;28001;0.2;;96;;;7.84
35;18;26812;0;;94;;;8.25
37.7;17.2;31147;0;;86;;;9.57
34;17.8;26310;0;;95;;;7.95
33;17;22893;0;;96;;;6.81
28;17;25803;0;;96;;;6.08
25;14.6;27772;0.2;;96;;;6.19
26.5;15;25760;0;;96;;;6.1
29;15;28077;0;;96;;;7.27
